id,result,status,true_status,transcript,duration,call_status,prompt,human_text,answer_to_usage,intent,human_full,has_usage,is_true_stay
1325687,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: алло; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: ничего не понял какими услугами кто звонит я не понял; bot: Это компания ""t2"", ранее вы нас знали как ""Теле2"".; bot: Вы планируете пользоваться услугами t2 дальше?; human: теле 2 так я же пользуюсь и что я я у меня оплачено какие проблемы; bot: Это компания ""t2"", ранее вы нас знали как ""Теле2"".; bot: Планируете ли вы продолжить сотрудничество с нами?; human: ну и что так я сотрудничаю с вами дальше что; bot: Мм, мои коллеги заметили, что по вашему договору корпоративной связи снизился трафик. Ну то есть меньше звонков стало совершаться, активность уменьшилась. Поэтому хотим уточнить, планируете ли вы пользоваться нашими услугами дальше?; human: я ими пользуюсь просто у меня необходимости много ботт и все; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",90,200 OK,"hello_main, hello_default, clarification_main, clarification_main_tail, clarification_what_company, clarification_tail_1, clarification_what_company, clarification_tail_2, clarification_dont_understand_1, clarification_not_outflow, final_hangup",алло ничего не понял какими услугами кто звонит я не понял теле 2 так я же пользуюсь и что я я у меня оплачено какие проблемы ну и что так я сотрудничаю с вами дальше что я ими пользуюсь просто у меня необходимости много ботт и все,ничего не понял какими услугами кто звонит я не понял,unclear,: алло : ничего не понял какими услугами кто звонит я не понял : теле 2 так я же пользуюсь и что я я у меня оплачено какие проблемы : ну и что так я сотрудничаю с вами дальше что : я ими пользуюсь просто у меня необходимости много ботт и все,True,True
1329124,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: слышно; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да да планируем; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",32,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",слышно да да планируем,да да планируем,stay,: слышно : да да планируем,True,True
1332142,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; bot: Алло, слышно меня?; human: да да слышно; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: то какой я не понял т 2 какой отдел; bot: Мм, мои коллеги заметили, что по вашему договору корпоративной связи снизился трафик. Ну то есть меньше звонков стало совершаться, активность уменьшилась. Поэтому хотим уточнить, планируете ли вы пользоваться нашими услугами дальше?; human: да да планирую; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",62,200 OK,"hello_main, hello_null_1, hello_thanks, clarification_main, clarification_main_tail, clarification_dont_understand_1, clarification_not_outflow, final_hangup",да да слышно то какой я не понял т 2 какой отдел да да планирую,то какой я не понял т 2 какой отдел,unclear,: да да слышно : то какой я не понял т 2 какой отдел : да да планирую,True,True
1333699,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: что хотели; bot: У меня короткий вопрос по вашему договору, буквально минута.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: естественно; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",38,200 OK,"hello_main, hello_wrong_time, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",что хотели естественно,естественно,stay,: что хотели : естественно,False,True
1337126,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: хорошо слушаю; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: ну конечно; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",35,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",хорошо слушаю ну конечно,ну конечно,stay,: хорошо слушаю : ну конечно,False,True
1338328,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: слушаю вас; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: угу данил информацию; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",33,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",слушаю вас угу данил информацию,угу данил информацию,stay,: слушаю вас : угу данил информацию,False,True
1339157,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: здравствуйте да да слышно; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да да планируем; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",34,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",здравствуйте да да слышно да да планируем,да да планируем,stay,: здравствуйте да да слышно : да да планируем,True,True
1340526,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: алло ну да потому что через; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: слышно; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; human: это все пустое; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: это все планирую все до свидания не отнимайте у меня время; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",50,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_null_1, clarification_default_1, clarification_not_outflow",алло ну да потому что через слышно это все пустое это все планирую все до свидания не отнимайте у меня время,это все пустое,unclear,: алло ну да потому что через : слышно : это все пустое : это все планирую все до свидания не отнимайте у меня время,True,True
1340955,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: ну говорите; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",37,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",ну говорите да,да,stay,: ну говорите : да,False,True
1341576,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: слушаю вас здравствуйте; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: да слушаю; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да я писала почему да планируем; bot: Мм, мои коллеги заметили, что по вашему договору корпоративной связи снизился трафик. Ну то есть меньше звонков стало совершаться, активность уменьшилась. Поэтому хотим уточнить, планируете ли вы пользоваться нашими услугами дальше?; human: спасибо я сейчас с живым человеком разговариваю; bot: Я только по корпоративной связи звоню уточнить.; bot: Вы планируете пользоваться услугами t2 дальше?; human: да нам нужно нам нужна; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",60,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_dont_understand_1, clarification_robot_1, clarification_tail_1, clarification_not_outflow, final_hangup",слушаю вас здравствуйте да слушаю да я писала почему да планируем спасибо я сейчас с живым человеком разговариваю да нам нужно нам нужна,да я писала почему да планируем,stay,: слушаю вас здравствуйте : да слушаю : да я писала почему да планируем : спасибо я сейчас с живым человеком разговариваю : да нам нужно нам нужна,True,True
1342092,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: здравствуйте слушаю вас; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",35,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",здравствуйте слушаю вас да,да,stay,: здравствуйте слушаю вас : да,False,True
1343681,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: по какому вопросу; bot: У меня короткий вопрос по вашему договору, буквально минута.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: слушаю вас; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; human: понимаю ваш вопрос я же я же пользуюсь вашими услугами; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",47,200 OK,"hello_main, hello_wrong_time, clarification_main, clarification_main_tail, clarification_null_1, clarification_not_outflow, final_hangup",по какому вопросу слушаю вас понимаю ваш вопрос я же я же пользуюсь вашими услугами,понимаю ваш вопрос я же я же пользуюсь вашими услугами,unclear,: по какому вопросу : слушаю вас : понимаю ваш вопрос я же я же пользуюсь вашими услугами,True,True
1345153,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: да; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да я пользуюсь нормальным без проблем; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",31,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",да да я пользуюсь нормальным без проблем,да я пользуюсь нормальным без проблем,stay,: да : да я пользуюсь нормальным без проблем,True,True
1345470,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: алло на тему; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: если очень коротко; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",38,200 OK,"hello_main, hello_default, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",алло на тему если очень коротко да,да,stay,: алло на тему : если очень коротко : да,False,True
1347827,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: да; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: ну пользуемся вашими услугами; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: мы вашими услугами да и; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",48,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_default_1, clarification_not_outflow, final_hangup",да ну пользуемся вашими услугами мы вашими услугами да и,ну пользуемся вашими услугами,stay,: да : ну пользуемся вашими услугами : мы вашими услугами да и,True,True
1349683,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: слышно; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: девушка вы звоните с регулярностью сразу 2 месяца; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: мы пользуемся у нас устраивает так девушка до свидания",29,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_default_1",слышно девушка вы звоните с регулярностью сразу 2 месяца мы пользуемся у нас устраивает так девушка до свидания,девушка вы звоните с регулярностью сразу 2 месяца,unclear,: слышно : девушка вы звоните с регулярностью сразу 2 месяца : мы пользуемся у нас устраивает так девушка до свидания,True,True
1354959,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: кто еще какой отдел я что то не понял быстро; bot: Компания ""t2"", ваш сотовый оператор. Ранее вы нас знали как ""Теле2"".; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: ага; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: почему так опрашиваем регулярно так я и пользуюсь как вы заметили; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",41,200 OK,"hello_main, hello_repeat, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",кто еще какой отдел я что то не понял быстро ага почему так опрашиваем регулярно так я и пользуюсь как вы заметили,почему так опрашиваем регулярно так я и пользуюсь как вы заметили,unclear,: кто еще какой отдел я что то не понял быстро : ага : почему так опрашиваем регулярно так я и пользуюсь как вы заметили,True,True
1355600,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: нет извините не могу; bot: У меня короткий вопрос по вашему договору, буквально минута.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да планируем спасибо; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",35,200 OK,"hello_main, hello_wrong_time, clarification_main, clarification_main_tail, clarification_not_outflow",нет извините не могу да планируем спасибо,да планируем спасибо,unclear,: нет извините не могу : да планируем спасибо,True,True
1356089,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: да говорите; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: угу угу да я планирую пользоваться у нас просто работа телефон не на прием основном работают; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",39,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",да говорите угу угу да я планирую пользоваться у нас просто работа телефон не на прием основном работают,угу угу да я планирую пользоваться у нас просто работа телефон не на прием основном работают,stay,: да говорите : угу угу да я планирую пользоваться у нас просто работа телефон не на прием основном работают,True,True
1357230,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: здравствуйте да; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: ну конечно я и пользуюсь; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",34,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",здравствуйте да ну конечно я и пользуюсь,ну конечно я и пользуюсь,stay,: здравствуйте да : ну конечно я и пользуюсь,True,True
1357568,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: вам может секретаря дать; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: а сейчас дам секретаря подождите она занимается головами я; bot: Слушаю.; human: сейчас сейчас сейчас; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: алексеевна теле 2; bot: Видим, что корпоративную связь оплачиваете, а пользуетесь сейчас редко. Мм, планируете вернуться к прежней активности?; human: планируем; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",66,200 OK,"hello_main, hello_default, clarification_main, clarification_interruption_1, clarification_default_1, clarification_default_2, clarification_not_outflow, final_hangup",вам может секретаря дать а сейчас дам секретаря подождите она занимается головами я сейчас сейчас сейчас алексеевна теле 2 планируем,,no_answer,: вам может секретаря дать : а сейчас дам секретаря подождите она занимается головами я : сейчас сейчас сейчас : алексеевна теле 2 : планируем,True,True
1357585,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это Ольга из компании t2. Мы с вами созванивались уже, но разговор прервался. Удобно сейчас?; human: центр сейчас передам трубку; bot: Угу-угу, спасибо; human: да алло алло; bot: Здравствуйте! Меня зовут Ольга, звоню из корпоративного отдела компании t2.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: мы пользуемся а в каком на каком номере у нас такое это пониженная активность; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",57,200 OK,"hello_main_recall, hello_transfer, hello_greetings, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",центр сейчас передам трубку да алло алло мы пользуемся а в каком на каком номере у нас такое это пониженная активность,мы пользуемся а в каком на каком номере у нас такое это пониженная активность,stay,: центр сейчас передам трубку : да алло алло : мы пользуемся а в каком на каком номере у нас такое это пониженная активность,True,True
1361370,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: слушаю; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: естественно; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",34,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",слушаю естественно,естественно,stay,: слушаю : естественно,False,True
1365106,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: по какому вопросу; bot: У меня короткий вопрос по вашему договору, буквально минута.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: так я вас переключу на; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: ну если он нас этот договор оформлен да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",43,200 OK,"hello_main, hello_wrong_time, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",по какому вопросу так я вас переключу на ну если он нас этот договор оформлен да,ну если он нас этот договор оформлен да,stay,: по какому вопросу : так я вас переключу на : ну если он нас этот договор оформлен да,False,True
1365411,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: слушаю; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: пользуемся; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",31,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",слушаю пользуемся,пользуемся,stay,: слушаю : пользуемся,True,True
1368149,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: говорите; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",35,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",говорите да,да,stay,: говорите : да,False,True
1368967,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: слышу; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: уточни; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: ну вы же звонили уже по этому поводу да пользуемся; bot: Хм, у меня не стоит отметка, что вам уже звонили. Можете, пожалуйста, уточнить, вы планируете продолжать сотрудничество с нами по корпоративной связи?; human: наверное; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",49,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_already_phoned, clarification_not_outflow, final_hangup",слышу уточни ну вы же звонили уже по этому поводу да пользуемся наверное,ну вы же звонили уже по этому поводу да пользуемся,stay,: слышу : уточни : ну вы же звонили уже по этому поводу да пользуемся : наверное,True,True
1373764,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: да алло меня слышно; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",40,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",да алло меня слышно да,да,stay,: да алло меня слышно : да,False,True
1374957,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: говорите слушаю говорите; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: ну вроде как пользуюсь вашими слугами какого снижения трафика вы заметили; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: да планирую; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",54,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_default_1, clarification_not_outflow, final_hangup",говорите слушаю говорите ну вроде как пользуюсь вашими слугами какого снижения трафика вы заметили да планирую,ну вроде как пользуюсь вашими слугами какого снижения трафика вы заметили,unclear,: говорите слушаю говорите : ну вроде как пользуюсь вашими слугами какого снижения трафика вы заметили : да планирую,True,True
